"ceremony_number","category","gender","name","winner","oscar_id","imdb_title_id"
13,"WRITING ","M","Stuart N. Lake",False,1013,33191
13,"ART DIRECTION ","M","James Basevi",False,1014,33191
14,"MUSIC ","M","Edward Ward",False,1015,33283
14,"MUSIC ","M","Music and Lyrics by Lloyd B. Norlind",False,1016,33283
14,"CINEMATOGRAPHY","M","Wilfred M. Cline, Karl Struss, William Snyder",False,1017,33286
14,"SPECIAL EFFECTS","M","Photographic Effects by Farciot Edouart, Gordon Jennings; Sound Effects by Louis Mesenkop",False,1018,33286
14,"MUSIC ","M","Frank Skinner",False,1019,33317
14,"MUSIC ","M","Frank Skinner",False,1020,33317
14,"MUSIC ","M","Frank Skinner",False,1021,33317
14,"SOUND RECORDING","M","Samuel Goldwyn Studio Sound Department, Thomas T. Moulton, Sound Director",False,1022,33351
14,"WRITING ","M","Billy Wilder, Thomas Monroe",False,1023,33351
14,"BEST ACTRESS","F","Barbara Stanwyck",False,1024,33351
14,"MUSIC ","M","Alfred Newman",False,1025,33351
14,"CINEMATOGRAPHY","M","William V. Skall, Leonard Smith",False,1026,33370
14,"CINEMATOGRAPHY","M","William V. Skall, Leonard Smith",False,1027,33370
14,"CINEMATOGRAPHY","M","William V. Skall, Leonard Smith",False,1028,33370
14,"MUSIC ","M","Robert Emmett Dolan",False,1029,33373
14,"CINEMATOGRAPHY","M","Ernest Palmer, Ray Rennahan",True,1030,33388
14,"ART DIRECTION ","M","Art Direction:  Richard Day, Joseph C. Wright;  Interior Decoration:  Thomas Little",False,1031,33388
14,"ART DIRECTION ","M","Art Direction:  Richard Day, Joseph C. Wright;  Interior Decoration:  Thomas Little",False,1032,33388
14,"CINEMATOGRAPHY","M","Ernest Palmer, Ray Rennahan",True,1033,33388
14,"CINEMATOGRAPHY","M","Karl Freund, W. Howard Greene",False,1034,33390
14,"ART DIRECTION ","M","Art Direction:  Cedric Gibbons, Urie McCleary;  Interior Decoration:  Edwin B. Willis",True,1035,33390
14,"BEST ACTRESS","F","Greer Garson",False,1036,33390
14,"BEST PICTURE","M","Metro-Goldwyn-Mayer",False,1037,33390
14,"MUSIC ","M","Music by Harold Arlen; Lyrics by Johnny Mercer",False,1038,33397
14,"MUSIC ","M","Charles Previn",False,1039,33406
14,"MUSIC ","M","Music by Hugh Prince; Lyrics by Don Raye",False,1040,33406
14,"MUSIC ","M","Edward Ward",False,1041,33435
14,"SOUND RECORDING","M","Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",False,1042,33436
14,"MUSIC ","M","Herbert Stothart, Bronislau Kaper",False,1043,33436
14,"CINEMATOGRAPHY","M","Karl Freund",False,1044,33436
14,"CINEMATOGRAPHY","M","Gregg Toland",False,1045,33438
14,"ART DIRECTION ","M","Art Direction:  Perry Ferguson, Van Nest Polglase;  Interior Decoration:  Al Fields, Darrell Silvera",False,1046,33438
14,"MUSIC ","M","Bernard Herrmann",False,1047,33438
14,"DIRECTING","M","Orson Welles",False,1048,33438
14,"FILM EDITING","M","Robert Wise",False,1049,33438
14,"BEST ACTOR","M","Orson Welles",False,1050,33438
14,"BEST PICTURE","M","Mercury",False,1051,33438
14,"SOUND RECORDING","M","RKO Radio Studio Sound Department, John Aalberg, Sound Director",False,1052,33438
14,"WRITING ","M","Herman J. Mankiewicz, Orson Welles",True,1053,33438
14,"MUSIC ","M","Bernard Herrmann",True,1054,33491
14,"BEST ACTOR","M","Walter Huston",False,1055,33491
14,"WRITING ","M","Norman Krasna",False,1056,33493
14,"BEST ACTOR IN SUPPORTING ROLE","M","Charles Coburn",False,1057,33493
14,"SPECIAL EFFECTS","M","Photographic Effects by Byron Haskin; Sound Effects by Nathan Levinson",False,1058,33512
14,"CINEMATOGRAPHY","M","Bert Glennon",False,1059,33512
14,"MUSIC ","M","Franz Waxman",False,1060,33523
14,"MUSIC ","M","Franz Waxman",False,1061,33523
14,"FILM EDITING","M","Harold F. Kress",False,1062,33523
14,"FILM EDITING","M","Harold F. Kress",False,1063,33523
14,"FILM EDITING","M","Harold F. Kress",False,1064,33523
14,"CINEMATOGRAPHY","M","Joseph Ruttenberg",False,1065,33523
14,"CINEMATOGRAPHY","M","Joseph Ruttenberg",False,1066,33523
14,"CINEMATOGRAPHY","M","Joseph Ruttenberg",False,1067,33523
14,"CINEMATOGRAPHY","M","Joseph Ruttenberg",False,1068,33523
14,"FILM EDITING","M","Harold F. Kress",False,1069,33523
14,"MUSIC ","M","Franz Waxman",False,1070,33523
14,"MUSIC ","M","Franz Waxman",False,1071,33523
14,"MUSIC ","M","Frank Churchill, Oliver Wallace",True,1072,33533
14,"MUSIC ","M","Frank Churchill, Oliver Wallace",True,1073,33533
14,"MUSIC ","M","Music by Frank Churchill; Lyrics by Ned Washington",False,1074,33533
14,"MUSIC ","M","Music by Frank Churchill; Lyrics by Ned Washington",False,1075,33533
14,"ART DIRECTION ","M","Art Direction:  Martin Obzina, Jack Otterson;  Interior Decoration:  Russell A. Gausman",False,1076,33558
14,"ACTRESS IN A SUPPORTING ROLE","F","Mary Astor",True,1077,33654
14,"BEST ACTOR","M","Robert Montgomery",False,1078,33678
14,"WRITING ","M","Sidney Buchman, Seton I. Miller",True,1079,33678
14,"DIRECTING","M","Alexander Hall",False,1080,33678
14,"WRITING ","M","Harry Segall",True,1082,33678
14,"BEST PICTURE","M","Columbia",False,1083,33678
14,"BEST ACTOR IN SUPPORTING ROLE","M","James Gleason",False,1084,33678
14,"WRITING ","M","Charles Brackett, Billy Wilder",False,1085,33696
14,"BEST PICTURE","M","Paramount",False,1086,33696
14,"MUSIC ","M","Victor Young",False,1087,33696
14,"ART DIRECTION ","M","Art Direction:  Hans Dreier, Robert Usher;  Interior Decoration:  Sam Comer",False,1088,33696
14,"CINEMATOGRAPHY","M","Leo Tover",False,1089,33696
14,"BEST ACTRESS","F","Olivia de Havilland",False,1090,33696
14,"ART DIRECTION ","M","Art Direction:  Richard Day, Nathan Juran;  Interior Decoration:  Thomas Little",True,1091,33718
14,"SOUND RECORDING","M","20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",False,1092,33718
14,"WRITING ","M","Philip Dunne",False,1093,33718
14,"BEST ACTOR IN SUPPORTING ROLE","M","Donald Crisp",True,1094,33718
14,"BEST PICTURE","M","20th Century-Fox",True,1095,33718
14,"MUSIC ","M","Alfred Newman",False,1096,33718
14,"ACTRESS IN A SUPPORTING ROLE","F","Sara Allgood",False,1097,33718
14,"CINEMATOGRAPHY","M","Arthur Miller",True,1098,33718
14,"DIRECTING","M","John Ford",True,1099,33718
14,"FILM EDITING","M","James B. Clark",False,1100,33718
14,"SPECIAL EFFECTS","M","Photographic Effects by Farciot Edouart, Gordon Jennings; Sound Effects by Louis Mesenkop",True,1101,33726
14,"MUSIC ","M","Edward Kay",False,1102,33774
14,"MUSIC ","M","Morris Stoloff, Ernst Toch",False,1103,33781
14,"ART DIRECTION ","M","Art Direction:  Lionel Banks;  Interior Decoration:  George Montgomery",False,1104,33781
14,"MUSIC ","M","Music by Jerome Kern; Lyrics by Oscar Hammerstein II",True,1105,33782
14,"WRITING ","M","Monckton Hoffe",False,1106,33787
14,"ACTRESS IN A SUPPORTING ROLE","F","Patricia Collinge",False,1107,33806
14,"BEST ACTRESS","F","Bette Davis",False,1108,33806
14,"DIRECTING","M","William Wyler",False,1109,33806
14,"FILM EDITING","M","Daniel Mandell",False,1110,33806
14,"ART DIRECTION ","M","Art Direction:  Stephen Goosson;  Interior Decoration:  Howard Bristol",False,1111,33806
14,"MUSIC ","M","Meredith Willson",False,1112,33806
14,"BEST PICTURE","M","Samuel Goldwyn Productions",False,1113,33806
14,"WRITING ","F","Lillian Hellman",False,1114,33806
14,"ACTRESS IN A SUPPORTING ROLE","F","Teresa Wright",False,1115,33806
14,"CINEMATOGRAPHY","M","Harry Hallenberger, Ray Rennahan",False,1116,33821
14,"ART DIRECTION ","M","Art Direction:  Raoul Pene du Bois;  Interior Decoration:  Stephen A. Seymour",False,1117,33821
14,"MUSIC ","M","Miklos Rozsa",False,1118,33848
14,"BEST ACTOR IN SUPPORTING ROLE","M","Sydney Greenstreet",False,1119,33851
14,"BEST PICTURE","M","Warner Bros.",False,1120,33851
14,"BEST ACTOR IN SUPPORTING ROLE","M","Sydney Greenstreet",False,1121,33851
14,"WRITING ","M","John Huston",False,1122,33851
14,"BEST PICTURE","M","Warner Bros.",False,1123,33851
14,"WRITING ","M","John Huston",False,1124,33851
14,"WRITING ","M","Richard Connell, Robert Presnell",False,1125,33870
14,"SOUND RECORDING","M","Columbia Studio Sound Department, John Livadary, Sound Director",False,1126,33871
14,"BEST PICTURE","M","Warner Bros.",False,1127,33950
14,"BEST ACTOR","M","Cary Grant",False,1128,33989
14,"SPECIAL EFFECTS","M","Photographic Effects by Byron Haskin; Sound Effects by Nathan Levinson",False,1129,34110
14,"SPECIAL EFFECTS","M","Photographic Effects by Byron Haskin; Sound Effects by Nathan Levinson",False,1130,34110
14,"ART DIRECTION ","M","Art Direction:  John Hughes;  Interior Decoration:  Fred MacLean",False,1131,34115
14,"WRITING ","M","Abem Finkel, Harry Chandlee, Howard Koch, John Huston",False,1132,34115
14,"BEST PICTURE","M","Warner Bros.",False,1133,34115
14,"MUSIC ","M","Max Steiner",False,1134,34115
14,"ACTRESS IN A SUPPORTING ROLE","F","Margaret Wycherly",False,1135,34115
14,"FILM EDITING","M","William Holmes",True,1136,34115
14,"DIRECTING","M","Howard Hawks",False,1137,34115
14,"CINEMATOGRAPHY","M","Sol Polito",False,1138,34115
14,"BEST ACTOR IN SUPPORTING ROLE","M","Walter Brennan",False,1139,34115
14,"BEST ACTOR","M","Gary Cooper",True,1140,34115
14,"SOUND RECORDING","M","Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director",False,1141,34115
14,"ART DIRECTION ","M","Sis Hopkins",False,1142,34173
14,"SOUND RECORDING","M","Paramount Studio Sound Department, Loren Ryder, Sound Director",False,1143,34178
14,"MUSIC ","M","Louis Gruenberg",False,1144,34185
14,"MUSIC ","M","Heinz Roemheld",False,1145,34199
14,"CINEMATOGRAPHY","M","Edward Cronjager",False,1146,34204
14,"MUSIC ","M","Music by Harry Warren; Lyrics by Mack Gordon",False,1147,34204
14,"MUSIC ","M","Emil Newman",False,1148,34204
14,"MUSIC ","M","Miklos Rozsa",False,1149,34208
14,"CINEMATOGRAPHY","M","Charles Lang",False,1150,34208
14,"ART DIRECTION ","M","Art Direction:  Alexander Golitzen;  Interior Decoration:  Richard Irvine",False,1151,34208
14,"MUSIC ","M","Miklos Rozsa",False,1152,34208
14,"ART DIRECTION ","M","Art Direction:  Alexander Golitzen;  Interior Decoration:  Richard Irvine",False,1153,34208
14,"CINEMATOGRAPHY","M","Charles Lang",False,1154,34208
14,"MUSIC ","M","Anthony Collins",False,1155,34223
14,"MUSIC ","M","Anthony Collins",False,1156,34223
14,"MUSIC ","M","Anthony Collins",False,1157,34223
14,"BEST PICTURE","M","RKO Radio",False,1158,34233
14,"MUSIC ","M","Franz Waxman",False,1159,34233
14,"BEST ACTRESS","F","Joan Fontaine",True,1160,34233
14,"BEST ACTRESS","F","Joan Fontaine",True,1161,34233
14,"BEST PICTURE","M","RKO Radio",False,1162,34233
14,"MUSIC ","M","Franz Waxman",False,1163,34233
14,"WRITING ","M","Karl Tunberg, Darrell Ware",False,1164,34242
14,"MUSIC ","M","Edward Ward",False,1165,34243
14,"SPECIAL EFFECTS","M","Photographic Effects by Lawrence Butler; Sound Effects by William H. Wilmarth",False,1166,34249
14,"ART DIRECTION ","F","Art Direction:  Vincent Korda;  Interior Decoration:  Julia Heron",False,1167,34249
14,"SOUND RECORDING","M","General Service Sound Department, Jack Whitney, Sound Director",True,1168,34249
14,"MUSIC ","M","Werner Heymann",False,1169,34253
14,"WRITING ","M","Paul Jarrico",False,1170,34278
14,"SPECIAL EFFECTS","M","Photographic Effects by Roy Seawright; Sound Effects by Elmer Raguse",False,1171,34280
14,"SOUND RECORDING","M","Hal Roach Studio Sound Department, Elmer Raguse, Sound Director",False,1172,34280
14,"ART DIRECTION ","M","Art Direction:  Cedric Gibbons, Randall Duell;  Interior Decoration:  Edwin B. Willis",False,1173,34370
14,"ART DIRECTION ","M","Art Direction:  Cedric Gibbons, Randall Duell;  Interior Decoration:  Edwin B. Willis",False,1174,34370
14,"SPECIAL EFFECTS","M","Photographic Effects by Fred Sersen; Sound Effects by E. H. Hansen",False,1175,34391
15,"MUSIC ","M","Music by Ernesto Lecuona; Lyrics by Kim Gannon",False,1176,34428
15,"CINEMATOGRAPHY","M","Milton Krasner, William V. Skall, W. Howard Greene",False,1177,34449
15,"SOUND RECORDING","M","Universal Studio Sound Department, Bernard B. Brown, Sound Director",False,1178,34449
15,"ART DIRECTION ","M","Art Direction:  Jack Otterson, Alexander Golitzen;  Interior Decoration:  Russell A. Gausman, Ira S. Webb",False,1179,34449
15,"MUSIC ","M","Frank Skinner",False,1180,34449
15,"MUSIC ","M","Music by Frank Churchill; Lyrics by Larry Morey",False,1181,34469
15,"SOUND RECORDING","M","Walt Disney Studio Sound Department, Sam Slyfield, Sound Director",False,1182,34469
15,"MUSIC ","M","Frank Churchill, Edward Plumb",False,1183,34469
15,"SPECIAL EFFECTS","M","Photographic Effects by Fred Sersen; Sound Effects by Roger Heman, George Leverett",False,1184,34507
15,"CINEMATOGRAPHY","M","Leon Shamroy",True,1185,34507
15,"MUSIC ","M","Alfred Newman",False,1186,34507
15,"CINEMATOGRAPHY","M","Sol Polito",False,1187,34555
15,"ART DIRECTION ","M","Art Direction:  Ted Smith;  Interior Decoration:  Casey Roberts",False,1188,34555
15,"SPECIAL EFFECTS","M","Photographic Effects by Byron Haskin; Sound Effects by Nathan Levinson",False,1189,34637
15,"SOUND RECORDING","M","Republic Studio Sound Department, Daniel Bloomberg, Sound Director",False,1190,34732
15,"SPECIAL EFFECTS","M","Photographic Effects by Howard Lydecker; Sound Effects by Daniel J. Bloomberg",False,1191,34732
15,"MUSIC ","M","Victor Young",False,1192,34732
15,"MUSIC ","M","Roger Edens, Georgie Stoll",False,1193,34736
15,"ART DIRECTION ","M","Art Direction:  Max Parker, Mark-Lee Kirk;  Interior Decoration:  Casey Roberts",False,1194,34751
15,"MUSIC ","M","Roy Webb",False,1195,34847
15,"SPECIAL EFFECTS","M","Photographic Effects by John Fulton; Sound Effects by Bernard B. Brown",False,1196,34886
15,"MUSIC ","M","Roy Webb",False,1197,34890
15,"ART DIRECTION ","M","Art Direction:  Vincent Korda;  Interior Decoration:  Julia Heron",False,1198,34909
15,"CINEMATOGRAPHY","M","W. Howard Greene",False,1199,34909
15,"MUSIC ","M","Miklos Rozsa",False,1200,34909
15,"SPECIAL EFFECTS","M","Photographic Effects by Lawrence Butler; Sound Effects by William H. Wilmarth",False,1201,34909
15,"BEST PICTURE","M","Warner Bros.",False,1202,34928
15,"DIRECTING","M","Sam Wood",False,1203,34928
15,"CINEMATOGRAPHY","M","James Wong Howe",False,1204,34928
15,"BEST PICTURE","M","Mercury",False,1205,34997
15,"ART DIRECTION ","M","Art Direction:  Albert S. DAgostino;  Interior Decoration:  Darrell Silvera, Al Fields",False,1206,34997
15,"CINEMATOGRAPHY","M","Stanley Cortez",False,1207,34997
15,"ACTRESS IN A SUPPORTING ROLE","F","Agnes Moorehead",False,1208,34997
15,"MUSIC ","M","Music by Harry Revel; Lyrics by Mort Greene",False,1209,35031
15,"CINEMATOGRAPHY","M","Charles Clarke",False,1210,35061
15,"SOUND RECORDING","M","Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",False,1211,35074
15,"SPECIAL EFFECTS","M","Photographic Effects by A. Arnold Gillespie, Warren Newcombe; Sound Effects by Douglas Shearer",False,1212,35074
15,"WRITING ","F","Arthur Wimperis, George Froeschel, James Hilton, Claudine West",True,1213,35074
15,"ACTRESS IN A SUPPORTING ROLE","F","Teresa Wright",True,1214,35074
15,"BEST ACTRESS","F","Greer Garson",True,1215,35074
15,"BEST ACTOR","M","Walter Pidgeon",False,1216,35074
15,"CINEMATOGRAPHY","M","Joseph Ruttenberg",True,1217,35074
15,"ACTRESS IN A SUPPORTING ROLE","F","Dame May Whitty",False,1218,35074
15,"BEST ACTOR IN SUPPORTING ROLE","M","Henry Travers",False,1219,35074
15,"BEST PICTURE","M","Metro-Goldwyn-Mayer",True,1220,35074
15,"FILM EDITING","M","Harold F. Kress",False,1221,35074
15,"DIRECTING","M","William Wyler",True,1222,35074
15,"MUSIC ","M","Alfred Newman",False,1223,35095
15,"ART DIRECTION ","M","Art Direction:  Richard Day, Joseph Wright;  Interior Decoration:  Thomas Little",True,1224,35095
15,"BEST ACTRESS","F","Rosalind Russell",False,1225,35096
15,"BEST ACTRESS","F","Rosalind Russell",False,1226,35096
15,"SPECIAL EFFECTS","M","Photographic Effects by Vernon L. Walker; Sound Effects by James G. Stewart",False,1227,35100
15,"ACTRESS IN A SUPPORTING ROLE","F","Gladys Cooper",False,1228,35123
15,"BEST ACTRESS","F","Bette Davis",False,1229,35123
15,"MUSIC ","M","Max Steiner",True,1230,35123
15,"WRITING ","M","Michael Powell, Emeric Pressburger",False,1231,35131
15,"SPECIAL EFFECTS","M","Photographic Effects by Ronald Neame; Sound Effects by C. C. Stevens",False,1232,35131
15,"MUSIC ","M","Music by Harry Warren; Lyrics by Mack Gordon",False,1233,35134
15,"CINEMATOGRAPHY","M","Edward Cronjager",False,1234,35170
15,"BEST PICTURE","M","20th Century-Fox",False,1235,35170
15,"BEST PICTURE","M","20th Century-Fox",False,1236,35170
15,"CINEMATOGRAPHY","M","Edward Cronjager",False,1237,35170
15,"BEST ACTOR","M","Monty Woolley",False,1238,35170
15,"BEST ACTOR","M","Monty Woolley",False,1239,35170
15,"BEST PICTURE","M","Samuel Goldwyn Productions",False,1240,35183
15,"MUSIC ","M","Leigh Harline",False,1241,35183
15,"BEST ACTRESS","F","Teresa Wright",False,1242,35183
15,"FILM EDITING","M","Daniel Mandell",True,1243,35183
15,"BEST ACTOR","M","Gary Cooper",False,1244,35183
15,"SOUND RECORDING","M","Samuel Goldwyn Studio Sound Department, Thomas T. Moulton, Sound Director",False,1245,35183
15,"ART DIRECTION ","M","Art Direction:  Perry Ferguson;  Interior Decoration:  Howard Bristol",False,1246,35183
15,"WRITING ","M","Jo Swerling, Herman J. Mankiewicz",False,1247,35183
15,"WRITING ","M","Paul Gallico",False,1248,35183
15,"SPECIAL EFFECTS","M","Photographic Effects by Jack Cosgrove, Ray Binger; Sound Effects by Thomas T. Moulton",False,1249,35183
15,"ACTRESS IN A SUPPORTING ROLE","F","Susan Peters",False,1250,35211
15,"BEST ACTOR","M","Ronald Colman",False,1251,35211
15,"DIRECTING","M","Mervyn LeRoy",False,1252,35211
15,"MUSIC ","M","Herbert Stothart",False,1253,35211
15,"WRITING ","F","Claudine West, George Froeschel, Arthur Wimperis",False,1254,35211
15,"ART DIRECTION ","M","Art Direction:  Cedric Gibbons, Randall Duell;  Interior Decoration:  Edwin B. Willis, Jack Moore",False,1255,35211
15,"BEST PICTURE","M","Metro-Goldwyn-Mayer",False,1256,35211
15,"SPECIAL EFFECTS","M","Photographic Effects by Gordon Jennings, Farciot Edouart, William L. Pereira; Sound Effects by Louis Mesenkop",True,1257,35220
15,"CINEMATOGRAPHY","M","Victor Milner, William V. Skall",False,1258,35220
15,"ART DIRECTION ","M","Art Direction:  Hans Dreier, Roland Anderson;  Interior Decoration:  George Sawley",False,1259,35220
15,"SOUND RECORDING","M","Paramount Studio Sound Department, Loren Ryder, Sound Director",False,1260,35244
15,"WRITING ","M","Frank Butler, Don Hartman",False,1261,35244
15,"ART DIRECTION ","M","Art Direction:  Ralph Berger;  Interior Decoration:  Emile Kuri",False,1262,35309
15,"MUSIC ","M","Victor Young",False,1263,35309
15,"ART DIRECTION ","M","Art Direction:  Jack Otterson, John B. Goodman;  Interior Decoration:  Russell A. Gausman, Edward R. Robinson",False,1264,35335
15,"ART DIRECTION ","M","Art Direction:  Jack Otterson, John B. Goodman;  Interior Decoration:  Russell A. Gausman, Edward R. Robinson",False,1265,35335
15,"CINEMATOGRAPHY","M","John Mescall",False,1266,35391
15,"MUSIC ","M","Victor Young",False,1267,35391
15,"ART DIRECTION ","M","Art Direction:  Hans Dreier, Roland Anderson;  Interior Decoration:  Sam Comer",False,1268,35391
15,"CINEMATOGRAPHY","M","Leon Shamroy",False,1269,35403
74,"MUSIC ","M","Music and Lyric by Sting",False,1270,35405
15,"WRITING ","M","Irving Berlin",False,1271,35415
15,"MUSIC ","M","Robert Emmett Dolan",False,1272,35415
15,"MUSIC ","M","Music and Lyrics by Irving Berlin",True,1273,35415
15,"MUSIC ","M","Werner Heymann",False,1274,35440
15,"MUSIC ","M","Werner Heymann",False,1275,35440
15,"CINEMATOGRAPHY","M","Edward Cronjager, William V. Skall",False,1276,35443
15,"BEST ACTOR IN SUPPORTING ROLE","M","Frank Morgan",False,1277,35447
15,"WRITING ","M","W. R. Burnett, Frank Butler",False,1278,35502
15,"BEST PICTURE","M","Paramount",False,1279,35502
15,"BEST ACTOR IN SUPPORTING ROLE","M","William Bendix",False,1280,35502
15,"DIRECTING","M","John Farrow",False,1281,35502
15,"WRITING ","M","Ring Lardner, Jr., Michael Kanin",True,1282,35559
15,"BEST ACTRESS","F","Katharine Hepburn",False,1283,35559
15,"BEST ACTOR","M","James Cagney",True,1284,35570
15,"DIRECTING","M","Michael Curtiz",False,1285,35570
15,"FILM EDITING","M","George Amy",False,1286,35570
15,"MUSIC ","M","Ray Heindorf, Heinz Roemheld",True,1287,35570
15,"SOUND RECORDING","M","Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director",True,1288,35570
15,"WRITING ","M","Robert Buckner",False,1289,35570
15,"BEST PICTURE","M","Warner Bros.",False,1290,35570
15,"BEST ACTOR IN SUPPORTING ROLE","M","Walter Huston",False,1291,35570
15,"MUSIC ","M","Music by Jerome Kern; Lyrics by Johnny Mercer",False,1292,35573
15,"SOUND RECORDING","M","Columbia Studio Sound Department, John Livadary, Sound Director",False,1293,35573
15,"MUSIC ","M","Leigh Harline",False,1294,35573
16,"WRITING ","M","Guy Gilpatric",False,1295,35582
16,"SPECIAL EFFECTS","M","Photographic Effects by Hans Koenekamp, Rex Wimpy; Sound Effects by Nathan Levinson",False,1296,35611
16,"FILM EDITING","M","George Amy",True,1297,35611
16,"CINEMATOGRAPHY","M","James Wong Howe, Elmer Dyer, Charles Marshall",False,1298,35611
16,"WRITING ","M","Dudley Nichols",False,1299,35611
16,"MUSIC ","M","Frank Skinner, Hans J. Salter",False,1300,35614
16,"SPECIAL EFFECTS","M","Photographic Effects by Vernon L. Walker; Sound Effects by James G. Stewart, Roy Granville",False,1301,35670
16,"MUSIC ","M","Music by Harold Arlen; Lyrics by E. Y. Harburg",False,1302,35679
16,"MUSIC ","M","Music by Jule Styne; Lyrics by Harold Adamson",False,1303,35710
16,"MUSIC ","M","Walter Scharf",False,1304,35710
16,"MUSIC ","M","Alfred Newman",False,1305,35741
16,"BEST ACTRESS","F","Joan Fontaine",False,1306,35742
16,"CINEMATOGRAPHY","M","Tony Gaudio",False,1307,35751
16,"SPECIAL EFFECTS","M","Photographic Effects by Fred Sersen; Sound Effects by Roger Heman",True,1308,35755
16,"WRITING ","M","Steve Fisher",False,1309,35793
16,"MUSIC ","M","Roy Webb, C. Bakaleinikoff",False,1310,35853
16,"FILM EDITING","M","Doane Harrison",False,1311,35862
16,"ART DIRECTION ","M","Art Direction:  Hans Dreier, Ernst Fegte;  Interior Decoration:  Bertram Granger",False,1312,35862
16,"CINEMATOGRAPHY","M","John Seitz",False,1313,35862
16,"ART DIRECTION ","M","Art Direction:  Albert S. DAgostino, Carroll Clark;  Interior Decoration:  Darrell Silvera, Harley Miller",False,1314,35881
16,"MUSIC ","M","Victor Young",False,1315,35885
16,"ART DIRECTION ","M","Art Direction:  Hans Dreier, Haldane Douglas;  Interior Decoration:  Bertram Granger",False,1316,35885
16,"CINEMATOGRAPHY","M","Ray Rennahan",False,1317,35885
16,"FILM EDITING","M","Sherman Todd, John Link",False,1318,35885
16,"BEST ACTRESS","F","Ingrid Bergman",False,1319,35885
16,"BEST ACTOR IN SUPPORTING ROLE","M","Akim Tamiroff",False,1320,35885
16,"BEST PICTURE","M","Paramount",False,1321,35885
16,"BEST ACTOR","M","Gary Cooper",False,1322,35885
16,"ACTRESS IN A SUPPORTING ROLE","F","Katina Paxinou",True,1323,35885
16,"BEST PICTURE","M","20th Century-Fox",False,1324,35962
16,"CINEMATOGRAPHY","M","Edward Cronjager",False,1325,35962
16,"BEST PICTURE","M","20th Century-Fox",False,1326,35962
16,"CINEMATOGRAPHY","M","Edward Cronjager",False,1327,35962
16,"DIRECTING","M","Ernst Lubitsch",False,1328,35962
16,"DIRECTING","M","Ernst Lubitsch",False,1329,35962
16,"MUSIC ","M","Music by Jimmy McHugh; Lyrics by Herb Magidson",False,1330,35978
16,"MUSIC ","M","Phil Boutelje",False,1331,35979
16,"WRITING ","M","Nunnally Johnson",False,1332,35984
16,"WRITING ","M","Nunnally Johnson",False,1333,35984
16,"BEST ACTOR","M","Mickey Rooney",False,1334,35996
16,"DIRECTING","M","Clarence Brown",False,1335,35996
16,"CINEMATOGRAPHY","M","Harry Stradling",False,1336,35996
16,"BEST PICTURE","M","Metro-Goldwyn-Mayer",False,1337,35996
16,"WRITING ","M","William Saroyan",True,1338,35996
16,"SOUND RECORDING","M","Republic Studio Sound Department, Daniel J. Bloomberg, Sound Director",False,1339,36022
16,"MUSIC ","M","Walter Scharf",False,1340,36022
16,"MUSIC ","M","Leigh Harline",False,1341,36038
16,"MUSIC ","M","Arthur Lange",False,1342,36057
16,"CINEMATOGRAPHY","M","Leonard Smith",False,1343,36067
16,"MUSIC ","M","Herbert Stothart",False,1344,36098
16,"ART DIRECTION ","M","Art Direction:  Cedric Gibbons, Paul Groesse;  Interior Decoration:  Edwin B. Willis, Hugh Hunt",False,1345,36098
16,"BEST ACTRESS","F","Greer Garson",False,1346,36098
16,"CINEMATOGRAPHY","M","Joseph Ruttenberg",False,1347,36098
16,"BEST ACTOR","M","Walter Pidgeon",False,1348,36098
16,"BEST PICTURE","M","Metro-Goldwyn-Mayer",False,1349,36098
16,"SOUND RECORDING","M","Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",False,1350,36098
16,"ART DIRECTION ","M","Art Direction:  Carl Weyl;  Interior Decoration:  George J. Hopkins",False,1351,36135
16,"BEST PICTURE","M","Columbia",False,1352,36146
16,"BEST ACTRESS","F","Jean Arthur",False,1353,36146
16,"WRITING ","M","Robert Russell, Frank Ross",False,1354,36146
16,"WRITING ","M","Robert Russell, Frank Ross, Richard Flournoy, Lewis R. Foster",False,1355,36146
16,"DIRECTING","M","George Stevens",False,1356,36146
16,"BEST ACTOR IN SUPPORTING ROLE","M","Charles Coburn",True,1357,36146
16,"MUSIC ","M","Aaron Copland",False,1358,36184
16,"WRITING ","F","Lillian Hellman",False,1359,36184
16,"SPECIAL EFFECTS","M","Photographic Effects by Clarence Slifer, R. O. Binger; Sound Effects by Thomas T. Moulton",False,1360,36184
16,"SOUND RECORDING","M","Samuel Goldwyn Studio Sound Department, Thomas T. Moulton, Sound Director",False,1361,36184
16,"CINEMATOGRAPHY","M","James Wong Howe",False,1362,36184
16,"ART DIRECTION ","M","Art Direction:  Perry Ferguson;  Interior Decoration:  Howard Bristol",False,1363,36184
16,"MUSIC ","M","Edward Ward",False,1364,36230
16,"CINEMATOGRAPHY","M","Hal Mohr, W. Howard Greene",True,1365,36230
16,"SOUND RECORDING","M","Universal Studio Sound Department, Bernard B. Brown, Sound Director",False,1366,36230
